name,brand,website,google_place_id,house_number,street,country,postal_code,google_name,google_address,google_rating,google_user_ratings_total,google_lat,google_lng,google_link
Belga Fietsen Sontplein,cube,https://www.belgafietsen.nl,ChIJb2I4967SyUcR0XmUSMzfWUA,3b,Sontplein,Netherlands,9723 BZ,Belga Cycling,"Sontplein 3b, 9723 BZ Groningen, Netherlands",3.7,339,53.2162037,6.5856886,https://www.google.com/maps/place/?q=place_id:ChIJb2I4967SyUcR0XmUSMzfWUA
Haico Bouma Schaatsen En Skeelers,cube,https://www.haicobouma.nl,ChIJj3kjcmxfyEcRuT5gVrqG9fQ,7,Hasker Utgongen,Netherlands,8465 SJ,Haico Bouma Schaatsen en Skeelers,"Hasker Utgongen 7, 8465 SJ Oudehaske, Netherlands",4.8,213,52.9596493,5.8716905,https://www.google.com/maps/place/?q=place_id:ChIJj3kjcmxfyEcRuT5gVrqG9fQ
Dokman Tweewieler Specialist,cube,https://www.dokmanfietsen.nl,ChIJWc2RBS5exkcRFpkL77S3E9M,74,Zandstraat,Netherlands,4101 EJ,Dokman Tweewielers,"Anthonie van Diemenstraat 40, 4101 AE Culemborg, Netherlands",4.1,45,51.9435568,5.2107220,https://www.google.com/maps/place/?q=place_id:ChIJWc2RBS5exkcRFpkL77S3E9M
Tweewielerspecialist Rene Van Linden,cube,https://www.renevanlinden.nl,ChIJb6E0t4jqxkcRk5xfdOhQqKE,20,Dorpsstraat,Netherlands,5061 HK,Bike Totaal Tweewielerspecialist René van Linden - Fietsenwinkel en fietsreparat,"Dorpsstraat 20, 5061 HK Oisterwijk, Netherlands",4.9,52,51.5802604,5.1927269,https://www.google.com/maps/place/?q=place_id:ChIJb6E0t4jqxkcRk5xfdOhQqKE
Bike Zone Roelofarendsveen,cube,https://www.bike-zone.nl,ChIJp0QfWEnDxUcR-bPol0Uijjo,8a,De Lasso-Zuid,Netherlands,2371 EW,Bike-Zone Fietsspecialist,"De Lasso-Zuid 8a, 2371 EW Roelofarendsveen, Netherlands",4.7,82,52.2028031,4.6209835,https://www.google.com/maps/place/?q=place_id:ChIJp0QfWEnDxUcR-bPol0Uijjo
Lukassen Tweewielers,cube,https://www.lukassentweewielers.nl,ChIJ0Q3fS5ebx0cR2b74QLn7GlM,21,Catharinastraat,Netherlands,7031 BD,Lukassen Tweewielers,"Catharinastraat 21, 7031 BD Wehl, Netherlands",4.6,68,51.9588601,6.2136836,https://www.google.com/maps/place/?q=place_id:ChIJ0Q3fS5ebx0cR2b74QLn7GlM
Scholten Cycling,cube,https://www.scholten-wielersport.nl,ChIJH0HJHxPjt0cRUSmFEEgzM0w,39,Kleine Veld,Netherlands,7751 BG,Scholten Cycling,"Kleine Veld 39, 7751 BG Dalen, Netherlands",4.4,58,52.7111682,6.7585138,https://www.google.com/maps/place/?q=place_id:ChIJH0HJHxPjt0cRUSmFEEgzM0w
Tweewielerservice Van Der Zande,cube,https://www.tweewielerservice.com,ChIJbbL_PptpxEcRDAOuymuZZGY,53,Kalisbuurt,Netherlands,4698 CP,Tweewielerservice Van der Zande B.V.,"Kalisbuurt 53, 4698 CP Oud-Vossemeer, Netherlands",4.5,34,51.5729188,4.2030240,https://www.google.com/maps/place/?q=place_id:ChIJbbL_PptpxEcRDAOuymuZZGY
Bike Totaal Hoogland,cube,https://www.twc-hoogland.nl,ChIJ9VAdNslGxkcRRTzAtUMYQzw,15,Hamseweg,Netherlands,3828 AA,BIke Totaal Hoogland,"Hamseweg 15, 3828 AA Hoogland, Netherlands",5.0,1,52.1802556,5.3743110,https://www.google.com/maps/place/?q=place_id:ChIJ9VAdNslGxkcRRTzAtUMYQzw
Bikeshop Amersfoort,cube,https://www.bikeshop.nl,ChIJV6A1VBhExkcROpwOoEO4ZpU,92-94-96,Leusderweg,Netherlands,3817 KC,Bike Shop Amersfoort,"Leusderweg 92-94-96, 3817 KC Amersfoort, Netherlands",4.1,112,52.1454828,5.3821913,https://www.google.com/maps/place/?q=place_id:ChIJV6A1VBhExkcROpwOoEO4ZpU
Hans Lemmens Tweewielers,cube,https://www.Hanslemmenstweewielers.nl,ChIJJ5D86EsOx0cRjYA5LwUFeMU,17,Gildekamp,Netherlands,5431 SP,Hans Lemmens Tweewielers,"Gildekamp 17, 5431 SP Cuijk, Netherlands",4.8,183,51.7310806,5.8637810,https://www.google.com/maps/place/?q=place_id:ChIJJ5D86EsOx0cRjYA5LwUFeMU
Lambeck Tweewielers,cube,https://www.lambeck-tweewielers.nl,ChIJw74Zo6sptkcR2WzJ4VqrerU,126,Farmsumerweg,Netherlands,9902 BW,Bike Total Lambeck Tweewielers,"Farmsumerweg 126, 9902 BW Appingedam, Netherlands",4.7,60,53.3191416,6.8783396,https://www.google.com/maps/place/?q=place_id:ChIJw74Zo6sptkcR2WzJ4VqrerU
Fietsenwinkel.Nl Rijswijk,cube,https://www.fietsenwinkel.nl,ChIJI90BBJq2xUcRmd2DH2-23AI,198-200,Generaal Eisenhowerplein,Netherlands,2284 XW,Fietsenwinkel.nl | Rijswijk,"Generaal Eisenhowerplein 198-200, 2284 XW Rijswijk, Netherlands",3.4,70,52.0374111,4.3210577,https://www.google.com/maps/place/?q=place_id:ChIJI90BBJq2xUcRmd2DH2-23AI
Profile Ridder,cube,https://www.riddertweewielers.nl,ChIJHR4Wg-JHxkcRrJaniTBrJsw,44-46,Groenestraat,Netherlands,3861 CN,Ridder Tweewielers,"Groenestraat 44-46, 3861 CN Nijkerk, Netherlands",4.6,72,52.2215551,5.4797783,https://www.google.com/maps/place/?q=place_id:ChIJHR4Wg-JHxkcRrJaniTBrJsw
B. Van Der Velden Tweewielers,cube,https://www.fietsnaarvandervelden.nl,ChIJ88pTolgtxEcRww5j3JV3bDk,33,IJsselstraat,Netherlands,2922 AR,b. van der velden Tweewielers,"IJsselstraat 33, 2922 AR Krimpen aan den IJssel, Netherlands",4.8,124,51.9178110,4.5813270,https://www.google.com/maps/place/?q=place_id:ChIJ88pTolgtxEcRww5j3JV3bDk
Bikelife Velodroom,cube,https://www.velodroom.nl,ChIJ7enZ6II1yEcRtaS1jGlLL4g,63,Kanaalstraat,Netherlands,9301 LR,Velodroom,"Kanaalstraat 63, 9301 LR Roden, Netherlands",4.8,69,53.1442168,6.4334667,https://www.google.com/maps/place/?q=place_id:ChIJ7enZ6II1yEcRtaS1jGlLL4g
Mantel Superstore Arnhem,cube,https://www.mantel-tweewielers.nl,ChIJZTt_SnKmx0cR_psuPfU-OsA,72,De Overmaat,Netherlands,6831 AJ,Mantel Arnhem,"De Overmaat 72, 6831 AJ Arnhem, Netherlands",4.3,1172,51.9524650,5.8849293,https://www.google.com/maps/place/?q=place_id:ChIJZTt_SnKmx0cR_psuPfU-OsA
Bikestyle Brunssum Bv,cube,https://www.bikestyle.nl,ChIJVcVtAgm8wEcRxek-fv1yKts,40A,Rumpenerstraat,Netherlands,6443 CE,Bikestyle Brunssum,"Rumpenerstraat 40A, 6443 CE Brunssum, Netherlands",4.5,80,50.9403846,5.9688675,https://www.google.com/maps/place/?q=place_id:ChIJVcVtAgm8wEcRxek-fv1yKts
Fietsvoordeelshop.Nl Breda,cube,https://www.fietsvoordeelshop.nl,ChIJoakeu9ifxkcR5AA3pR4LQgA,14,Huifakkerstraat,Netherlands,4815 PN,Fietsvoordeelshop.nl - Breda,"Huifakkerstraat 14, 4815 PN Breda, Netherlands",4.4,91,51.5980163,4.7419275,https://www.google.com/maps/place/?q=place_id:ChIJoakeu9ifxkcR5AA3pR4LQgA
Kooij Tweewielers,cube,https://www.nicosfietsplus.nl,ChIJBZzVwjNJz0cRHCwbG6aBiQA,2,Cornelis Keijzerlaan,Netherlands,1761 CH,"Kooij tweewielers: by Jurgen | Fietsenwinkel, fiets en e-bike reparaties en verk","Cornelis Keijzerlaan 2, 1761 CH Anna Paulowna, Netherlands",4.5,18,52.8632028,4.8296751,https://www.google.com/maps/place/?q=place_id:ChIJBZzVwjNJz0cRHCwbG6aBiQA
Van Boxel Tweewielers Gilze,cube,https://www.vanboxelgilze.nl,ChIJoV-G-i69xkcRN4RfhDDn5GQ,33 A,Nieuwstraat,Netherlands,5126 CB,Van Boxel Rijwielhandel,"Nieuwstraat 33 A, 5126 CB Gilze, Netherlands",4.7,31,51.5448907,4.9414548,https://www.google.com/maps/place/?q=place_id:ChIJoV-G-i69xkcRN4RfhDDn5GQ
12Go Biking,cube,https://www.12gobiking.nl,ChIJU3BYQXzRxUcRJUN5vEiJ-6c,1005,Grote Esch,Netherlands,2841 MJ,12GO Biking,"Grote Esch 1005, 2841 MJ Moordrecht, Netherlands",4.5,4224,52.0207855,4.6647017,https://www.google.com/maps/place/?q=place_id:ChIJU3BYQXzRxUcRJUN5vEiJ-6c
Bike Totaal Wijtman Wateringen,cube,https://www.wijtman.nl,ChIJl3qcFvyzxUcRPwR3fYtQHfk,71,Herenstraat,Netherlands,2291 BC,Bike Totaal Wijtman Wateringen - Fietsenwinkel en fietsreparatie,"Herenstraat 71, 2291 BC Wateringen, Netherlands",4.4,111,52.0244758,4.2792880,https://www.google.com/maps/place/?q=place_id:ChIJl3qcFvyzxUcRPwR3fYtQHfk
Ten Veen Tweewielers Oldemarkt,cube,https://www.tenveentweewielers.nl,ChIJYbYG-49myEcRE9BOsHcC9D4,49,Kruisstraat,Netherlands,8375 BC,Ten Veen 2 Wielers,"Kruisstraat 49, 8375 BC Oldemarkt, Netherlands",4.7,31,52.8213060,5.9711810,https://www.google.com/maps/place/?q=place_id:ChIJYbYG-49myEcRE9BOsHcC9D4
Tweewielercentrum Leo Smit,cube,https://www.twc-leosmit.nl,ChIJQdjePSquyEcRHn6eLE6mjc8,41A,Almereweg,Netherlands,1671 ND,Tweewielercentrum Leo Smit,"Almereweg 41A, 1671 ND Medemblik, Netherlands",4.6,58,52.7634711,5.0946240,https://www.google.com/maps/place/?q=place_id:ChIJQdjePSquyEcRHn6eLE6mjc8
Balk Rijwielen,cube,https://www.fietsvoordeelshop.nl,ChIJGZk2OB3oxUcRsp553CYDUvA,27,Haverstraat,Netherlands,2153 GB,Balk Rijwielen,"Haverstraat 27, 2153 GB Nieuw-Vennep, Netherlands",4.3,173,52.2685900,4.6433410,https://www.google.com/maps/place/?q=place_id:ChIJGZk2OB3oxUcRsp553CYDUvA
Bike Totaal Schraverus - Hierdenseweg,cube,https://www.schraverusfietsen.nl,ChIJl5LcxtEzxkcR3M-qvKqIT5k,21,Hierdenseweg,Netherlands,3841 GV,Bike Totaal Schraverus fietsen,"Hierdenseweg 21, 3841 GV Harderwijk, Netherlands",4.7,103,52.3484970,5.6248690,https://www.google.com/maps/place/?q=place_id:ChIJl5LcxtEzxkcR3M-qvKqIT5k
Fietsvoordeelshop.Nl Eindhoven,cube,https://www.fietsvoordeelshop.nl,ChIJw5i9z2LZxkcRY_XOn5xNQPs,2,Steijgerweg,Netherlands,5616 HS,Fietsvoordeelshop.nl - Eindhoven,"Steijgerweg 2, 5616 HS Eindhoven, Netherlands",4.0,167,51.4358674,5.4528334,https://www.google.com/maps/place/?q=place_id:ChIJw5i9z2LZxkcRY_XOn5xNQPs
De Fietsenwinkel Bos & Olgers,cube,https://www.bosenolgers.nl,ChIJ5RZpau37xUcReWeDWwLvG70,69,Noorderhoofdstraat,Netherlands,1561 AS,Bike Totaal Bos & Olgers - Fietsenwinkel en fietsreparatie,"Noorderhoofdstraat 69, 1561 AS Krommenie, Netherlands",4.1,34,52.5013110,4.7705340,https://www.google.com/maps/place/?q=place_id:ChIJ5RZpau37xUcReWeDWwLvG70
Bike Totaal Wijtman Pijnacker,cube,https://www.wijtman.nl,ChIJKVyl7W7LxUcRx1p1sqmedk4,6,Westlaan,Netherlands,2641 DM,Bike Totaal Wijtman Pijnacker - Fietsenwinkel en fietsreparatie,"Westlaan 6, 2641 DM Pijnacker, Netherlands",4.8,73,52.0189416,4.4294878,https://www.google.com/maps/place/?q=place_id:ChIJKVyl7W7LxUcRx1p1sqmedk4
Mega Bike Dordrecht,cube,https://www.megabike.nl,ChIJ4azsAqUvxEcRBBZX_FqjjCU,100,Spuiboulevard,Netherlands,3311 GR,Mega Bike XL Store Dordrecht,"Spuiboulevard 100, 3311 GR Dordrecht, Netherlands",4.2,42,51.8112261,4.6664490,https://www.google.com/maps/place/?q=place_id:ChIJ4azsAqUvxEcRBBZX_FqjjCU
Blom En Blom Fietsexperts Mijdrecht,cube,http://www.fietsexperts.nl/,ChIJg3fJI7B1xkcRiEc34GlvThM,41,Industrieweg,Netherlands,3641 RK,Blom & Blom Bicycle Experts Mijdrecht,"Industrieweg 41, 3641 RK Mijdrecht, Netherlands",4.2,45,52.2071369,4.8815530,https://www.google.com/maps/place/?q=place_id:ChIJg3fJI7B1xkcRiEc34GlvThM
Fietsenwinkel.Nl Almere,cube,https://www.fietsenwinkel.nl,ChIJCYiJLZQXxkcRbaoTnqIDx9c,75,Oliemolenstraat,Netherlands,1333 DB,Fietsenwinkel.nl | Almere,"Oliemolenstraat 75, 1333 DB Almere, Netherlands",3.3,66,52.3962617,5.2675085,https://www.google.com/maps/place/?q=place_id:ChIJCYiJLZQXxkcRbaoTnqIDx9c
Egberts Fietsenspeciaalzaak,cube,https://www.egbertegberts.nl,ChIJpRIJEdzet0cRq-WGDHTQ0pI,63-A,Hoofdstraat,Netherlands,9531 AC,Egbert Egberts Rijwielspeciaalzaak,"Hoofdstraat 63-A, 9531 AC Borger, Netherlands",4.2,190,52.9210724,6.7924874,https://www.google.com/maps/place/?q=place_id:ChIJpRIJEdzet0cRq-WGDHTQ0pI
Harm Takke Tweewielers,cube,https://www.harmtakke.nl,ChIJBZdqL_J_uEcRxZrr9g-I3Zs,4,Weversstraat,Netherlands,7091 CM,Harm Takke Tweewielers,"Weversstraat 4, 7091 CM Dinxperlo, Netherlands",4.5,132,51.8598136,6.4853879,https://www.google.com/maps/place/?q=place_id:ChIJBZdqL_J_uEcRxZrr9g-I3Zs
Riesewijk Fietsen Deventer,cube,https://www.riesewijk.nl,ChIJc3rKyqjrx0cRUtrwrbVmsko,4,Essenstraat,Netherlands,7418 BM,Riesewijk - Fietsenwinkel en fietsreparatie,"Essenstraat 4, 7418 BM Deventer, Netherlands",4.7,144,52.2467370,6.1974207,https://www.google.com/maps/place/?q=place_id:ChIJc3rKyqjrx0cRUtrwrbVmsko
Bikeshop Burgh Haamstede,cube,https://www.bikeshopburghhaamstede.nl,ChIJ4-fx0YLzxEcRtC5F7OfjBng,58a,Burghseweg,Netherlands,4328 LB,Bikeshop Fietsenwinkel Burgh Haamstede | Verkoop | Fietsverhuur | Reparatie,"Burghseweg 58a, 4328 LB Burgh-Haamstede, Netherlands",4.9,7,51.6946140,3.7371399,https://www.google.com/maps/place/?q=place_id:ChIJ4-fx0YLzxEcRtC5F7OfjBng
King Bike,cube,http://subbike.co.kr,ChIJyUnLvR3vxUcRfBhrrF2fCVc,55-57,Zandvoortselaan,Netherlands,2106 CJ,King Bike Studio,"Zandvoortselaan 55-57, 2106 CJ Heemstede, Netherlands",5.0,1,52.3589131,4.6134739,https://www.google.com/maps/place/?q=place_id:ChIJyUnLvR3vxUcRfBhrrF2fCVc
Bike Totaal Wijtman Delft,cube,https://www.wijtman.nl,ChIJeW7YLr-1xUcRu5lHEPJuPlQ,17,Westlandseweg,Netherlands,2624 AA,Bike Total Wijtman Tweewielers,"Westlandseweg 17, 2624 AA Delft, Netherlands",4.5,242,52.0024158,4.3548948,https://www.google.com/maps/place/?q=place_id:ChIJeW7YLr-1xUcRu5lHEPJuPlQ
Fietsvoordeelshop.Nl Heerhugowaard,cube,,ChIJ9wv7RGpUz0cRD-QG5Ry7134,205,Middenweg,Netherlands,1701 GB,Fietsvoordeelshop.nl - Heerhugowaard,"Middenweg 205, 1701 GB Heerhugowaard, Netherlands",3.8,189,52.6699399,4.8456255,https://www.google.com/maps/place/?q=place_id:ChIJ9wv7RGpUz0cRD-QG5Ry7134
Mega Bike Rotterdam,cube,https://www.tweewielerservice.com,ChIJS8fz7iQzxEcRTRNNUZFhsGI,11,Oostmolenwerf,Netherlands,3011 TL,Mega Bike Werkplaats,"Oostmolenwerf 11, 3011 TL Rotterdam, Netherlands",3.9,32,51.9217095,4.4972461,https://www.google.com/maps/place/?q=place_id:ChIJS8fz7iQzxEcRTRNNUZFhsGI
Waning Tweewielers,cube,https://www.fietsplezierwinkel.nl,ChIJ8SSYPKvgxUcROWmhT3Sjp80,5,Zijdstraat,Netherlands,1431 EA,Fietsplezierwinkel Waning Tweewielers Aalsmeer,"Zijdstraat 5, 1431 EA Aalsmeer, Netherlands",4.5,35,52.2695835,4.7466154,https://www.google.com/maps/place/?q=place_id:ChIJ8SSYPKvgxUcROWmhT3Sjp80
Fietsspecialist Nunspeet,cube,https://www.fietsspecialistnunspeet.nl,ChIJoU61HHLNx0cR81Nr87ceSIU,16,Laan,Netherlands,8071 JA,Fiets Specialist Jacob Bonenberg,"Laan 16, 8071 JA Nunspeet, Netherlands",4.8,166,52.3770155,5.7868840,https://www.google.com/maps/place/?q=place_id:ChIJoU61HHLNx0cR81Nr87ceSIU
Fietsvoordeelshop.Nl Uden,cube,https://www.fietsvoordeelshop.nl,ChIJq-TDIyodx0cRiS_MDVBmLIs,2c,Liessentstraat,Netherlands,5405 AG,Fietsvoordeelshop.nl - Uden,"Liessentstraat 2c, 5405 AG Uden, Netherlands",4.4,70,51.6520872,5.6407082,https://www.google.com/maps/place/?q=place_id:ChIJq-TDIyodx0cRiS_MDVBmLIs
Jan Terpstra Cycling World Leeuwarden,cube,https://www.cyclingworld.nl,ChIJqa9s-pj-yEcRuCdImr3hunY,150,Verlengde Schrans,Netherlands,8932 NT,Jan Terpstra Cycling World,"Verlengde Schrans 150, 8932 NT Leeuwarden, Netherlands",4.4,74,53.1871386,5.7964767,https://www.google.com/maps/place/?q=place_id:ChIJqa9s-pj-yEcRuCdImr3hunY
Fietsenwinkel.Nl Tilburg,cube,https://www.fietsenwinkel.nl,ChIJS0jgttq_xkcR_bwte6_L5zM,22,Schouwburgring,Netherlands,5038 TL,Fietsenwinkel.nl,"Schouwburgring 22, 5038 TL Tilburg, Netherlands",4.2,113,51.5548582,5.0808532,https://www.google.com/maps/place/?q=place_id:ChIJS0jgttq_xkcR_bwte6_L5zM
Sas Forum Sport,cube,http://www.cantalcycles.com/,ChIJURv-SLe3xUcRo6Ppx3oP48k,242,Prins Bernhardlaan,Netherlands,2273 BP,Forum Sport,"Prins Bernhardlaan 242, 2273 BP Voorburg, Netherlands",4.0,137,52.0769897,4.3676996,https://www.google.com/maps/place/?q=place_id:ChIJURv-SLe3xUcRo6Ppx3oP48k
Bike Life Groesbeek - Sjef Van Bergen Bv,cube,https://www.sjefvanbergen.nl,ChIJ3zyPxBoMx0cRHswwSqPnsnE,8,Pannenstraat,Netherlands,6562 AD,BikeLife Sjef van Bergen Groesbeek,"Pannenstraat 8, 6562 AD Groesbeek, Netherlands",4.6,89,51.7759165,5.9324227,https://www.google.com/maps/place/?q=place_id:ChIJ3zyPxBoMx0cRHswwSqPnsnE
Tom Meindertsma Tweewielers,cube,https://www.tommeindertsma.nl,ChIJoW_iAs6ryUcR2oY0Y8zHY10,12,Zuiderschans,Netherlands,9101 PZ,Tom Meindertsma Tweewielers,"Zuiderschans 12, 9101 PZ Dokkum, Netherlands",4.6,40,53.3161108,5.9891603,https://www.google.com/maps/place/?q=place_id:ChIJoW_iAs6ryUcR2oY0Y8zHY10
Fietsvoordeelshop.Nl Amersfoort,cube,https://www.fietsvoordeelshop.nl,ChIJN65VGLJGxkcRtvYHEbBysU8,74d,Nijverheidsweg-Noord,Netherlands,3812 PM,Fietsvoordeelshop.nl - Amersfoort,"Nijverheidsweg-Noord 74d, 3812 PM Amersfoort, Netherlands",4.0,223,52.1662250,5.3681999,https://www.google.com/maps/place/?q=place_id:ChIJN65VGLJGxkcRtvYHEbBysU8
Van Eijk Ter Aar De Fietsspecialist,cube,https://www.fietsspecialist.nl,ChIJy88j2-7bxUcRRIk7SvrDWVU,107,Westkanaalweg,Netherlands,2461 EK,Van Eijk Bike Specialist,"Westkanaalweg 107, 2461 EK Ter Aar, Netherlands",4.7,114,52.1672716,4.7104946,https://www.google.com/maps/place/?q=place_id:ChIJy88j2-7bxUcRRIk7SvrDWVU
Fietsenwinkel.Nl Amsterdam,cube,https://www.fietsenwinkel.nl,ChIJg7TugfHixUcRpmhBXWcVaHQ,8,Overtoom,Netherlands,1054 HH,Fietsenwinkel.nl | Amsterdam,"Overtoom 8, 1054 HH Amsterdam, Netherlands",2.9,300,52.3638067,4.8781107,https://www.google.com/maps/place/?q=place_id:ChIJg7TugfHixUcRpmhBXWcVaHQ
Slotboom Tweewielers,cube,https://www.slotboomtweewielers.nl,ChIJA0W0YaiPx0cRKIRcTmFozfc,11,Kieftendorp,Netherlands,7255 MG,Slotboom Tweewielers,"Kieftendorp 11, 7255 MG Hengelo, Netherlands",4.6,81,52.0532085,6.3542267,https://www.google.com/maps/place/?q=place_id:ChIJA0W0YaiPx0cRKIRcTmFozfc
Tweewielerspecialist Theo Lommen Sevenum,cube,https://www.theolommen.nl,ChIJk5rGQI1Gx0cRtAUlv_VzYU0,54,Peperstraat,Netherlands,5975 BW,Lommen Tweewielers,"Peperstraat 54, 5975 BW Sevenum, Netherlands",4.5,91,51.4115492,6.0291178,https://www.google.com/maps/place/?q=place_id:ChIJk5rGQI1Gx0cRtAUlv_VzYU0
Leenders Bike Totaal,cube,https://www.leendersbiketotaal.nl,ChIJbZbDaiMOuEcRVO2nkcn9aiI,40,Pasmaatweg,Netherlands,7556 PH,Bike Total Leenders,"Pasmaatweg 40, 7556 PH Hengelo, Netherlands",4.5,217,52.2776082,6.7802028,https://www.google.com/maps/place/?q=place_id:ChIJbZbDaiMOuEcRVO2nkcn9aiI
Fietswereld Vlassak,cube,https://www.fietswereldvlassak.nl/,ChIJL7wyvJgrx0cRQkZZUHOFACs,25,Fabrieksstraat,Netherlands,6021 RC,Tweewielerspecialist Vlassak,"Fabrieksstraat 25, 6021 RC Budel, Netherlands",4.6,63,51.2626994,5.5801640,https://www.google.com/maps/place/?q=place_id:ChIJL7wyvJgrx0cRQkZZUHOFACs
Van Boxel Tweewielers Galder,cube,https://www.vanboxel.eu,ChIJy6xxYCyhxkcRKL4w27iFQnw,92,Galderseweg,Netherlands,4855 AJ,Van Boxel Tweewielers,"Galderseweg 92, 4855 AJ Galder, Netherlands",4.8,60,51.5047876,4.7783751,https://www.google.com/maps/place/?q=place_id:ChIJy6xxYCyhxkcRKL4w27iFQnw
Hawe Tweewielers,cube,http://hawetweewielers.nl,ChIJV7506A8AyEcRF0ynp3D4jgQ,53,Stationsweg,Netherlands,7691 AP,Hawe Tweewielers,"Stationsweg 53, 7691 AP Bergentheim, Netherlands",4.4,30,52.5280869,6.6174985,https://www.google.com/maps/place/?q=place_id:ChIJV7506A8AyEcRF0ynp3D4jgQ
Banierhuis Utrecht Terwijde,cube,https://www.banierhuis.nl,ChIJBc9GQOZvxkcRMTM9kbd3b1w,1,Musicallaan,Netherlands,3543 ER,Banierhuis Terwijde,"Musicallaan 1, 3543 ER Utrecht, Netherlands",3.8,81,52.1009570,5.0434736,https://www.google.com/maps/place/?q=place_id:ChIJBc9GQOZvxkcRMTM9kbd3b1w
De Groot Fietsen,cube,https://www.degrootfietsen.nl,ChIJJ5I5R40lyUcRAXwMInMX9Fc,20,Westerburen,Netherlands,8891 GP,De Groot Fietsen,"Westerburen 20, 8891 GP Midsland, Netherlands",4.8,34,53.3827564,5.2842690,https://www.google.com/maps/place/?q=place_id:ChIJJ5I5R40lyUcRAXwMInMX9Fc
Banierhuis Nieuwegein,cube,https://www.banierhuis.nl,ChIJSX24vkxkxkcRqW1sczn4W-I,17,Nedereindseweg,Netherlands,3438 AA,Bicycle store Banierhuis,"Nedereindseweg 17, 3438 AA Nieuwegein, Netherlands",4.6,175,52.0378028,5.0921001,https://www.google.com/maps/place/?q=place_id:ChIJSX24vkxkxkcRqW1sczn4W-I
All:Izi Bikes,cube,https://www.allizi.nl,ChIJTzgXxmYTxkcRvIyFkCixkiY,84,Brinklaan,Netherlands,1404 GM,All: iZi Bikes,"Brinklaan 84, 1404 GM Bussum, Netherlands",4.3,50,52.2737083,5.1627061,https://www.google.com/maps/place/?q=place_id:ChIJTzgXxmYTxkcRvIyFkCixkiY
Fietsvoordeelshop.Nl Rijswijk,cube,https://www.fietsvoordeelshop.nl,ChIJqZISWwy3xUcRTOj31izGnI4,265,Steenvoordelaan,Netherlands,2284 CM,Fietsvoordeelshop.nl - Rijswijk,"Steenvoordelaan 265, 2284 CM Rijswijk, Netherlands",4.3,27,52.0380278,4.3165029,https://www.google.com/maps/place/?q=place_id:ChIJqZISWwy3xUcRTOj31izGnI4
Profile Rodenburg - Hendrikkade,cube,https://www.profilerodenburg.nl,ChIJG0kvTcnxyEcR1lXyc8xLXyo,58,Prins Hendrikkade,Netherlands,8601 CB,Profile Rodenburg - Fietsenwinkel en fietsreparatie,"Prins Hendrikkade 58, 8601 CB Sneek, Netherlands",4.2,41,53.0340241,5.6649116,https://www.google.com/maps/place/?q=place_id:ChIJG0kvTcnxyEcR1lXyc8xLXyo
Veda Bikes,cube,https://www.vedabikes.nl,ChIJ2bIRustSxkcRzPJ8DS9xLew,5,Frankeneng,Netherlands,6717 AE,Veda Bikes Ede,"Frankeneng 5, 6717 AE Ede, Netherlands",4.6,158,52.0313080,5.6507874,https://www.google.com/maps/place/?q=place_id:ChIJ2bIRustSxkcRzPJ8DS9xLew
Fietswinkel Gelderland,cube,http://fietswinkelgelderland.n,ChIJ-3E2HUWpx0cRUOfhdcZcZLs,14,Poort van Midden Gelderland Blauw,Netherlands,6666 LR,Bike Shop Gelderland,"Poort van Midden Gelderland Blauw 14, 6666 LR Heteren, Netherlands",4.8,130,51.9526652,5.7616757,https://www.google.com/maps/place/?q=place_id:ChIJ-3E2HUWpx0cRUOfhdcZcZLs
Mangnus Tweewielers,cube,https://www.mangnustweewielers.nl,ChIJOWZuBNp7xEcRL5KMJS16ReU,36,Hulsterweg,Netherlands,4587 ED,Mangnus B.V.,"Hulsterweg 36, 4587 ED Kloosterzande, Netherlands",4.5,27,51.3677675,4.0208692,https://www.google.com/maps/place/?q=place_id:ChIJOWZuBNp7xEcRL5KMJS16ReU
Pedaleur Bikes Doetinchem,cube,https://www.pedaleur.nl,ChIJTRBYsVKbx0cRe4wHuonI7Bo,71,Doetinchemseweg,Netherlands,7007 CB,Wielerhuis the Pedaleur,"Doetinchemseweg 71, 7007 CB Doetinchem, Netherlands",4.3,96,51.9487383,6.2791535,https://www.google.com/maps/place/?q=place_id:ChIJTRBYsVKbx0cRe4wHuonI7Bo
Bike Totaal Wijtman Nootdorp,cube,https://www.wijtman.nl,ChIJY3NFwiG2xUcRNezbYYsK0wg,105,Markt,Netherlands,2631 EE,Bike Totaal Wijtman Nootdorp - Fietsenwinkel en fietsreparatie,"Markt 105, 2631 EE Nootdorp, Netherlands",4.3,110,52.0457008,4.3926441,https://www.google.com/maps/place/?q=place_id:ChIJY3NFwiG2xUcRNezbYYsK0wg
Jan Brinkman,cube,https://www.janbrinkman.nl,ChIJQVhSc_UqxkcRDmEbWQjg_Kc,46,De Dommel,Netherlands,8253 PL,Jan Brinkman,"De Dommel 46, 8253 PL Dronten, Netherlands",4.7,145,52.5416943,5.7081374,https://www.google.com/maps/place/?q=place_id:ChIJQVhSc_UqxkcRDmEbWQjg_Kc
